N,V,Tiempo
156,51,2.19447
156,56,2.75622
156,61,2.23555
156,66,3.3194
156,71,2.70818
156,76,3.51939
156,81,3.79465
156,86,3.59085
156,91,3.71868
156,96,3.94709
156,101,4.31691
156,106,4.51404
156,111,5.75652
156,116,5.60971
156,121,5.82429
156,126,5.1108
156,131,5.70597
156,136,6.51257
156,141,6.34077
156,146,6.93287
156,151,6.74137
156,156,7.62834
156,161,7.39532
156,166,8.68541
156,171,9.57547
156,176,9.70389
156,181,9.0194
156,186,9.0007
156,191,8.82275
156,196,9.75381
156,201,9.09208
156,206,10.1061
156,211,18.1324
156,216,13.0323
156,221,11.3898
156,226,11.4616
156,231,10.8704
156,236,10.9913
156,241,10.6494
156,246,11.9556
156,251,17.2527
156,256,16.6775
156,261,17.5377
156,266,14.5681
156,271,12.3707
156,276,12.4937
156,281,13.597
156,286,12.9024
156,291,13.0614
156,296,14.1189
156,301,14.857
156,306,14.8132
156,311,16.1403
156,316,14.7804
156,321,15.1664
156,326,14.8511
156,331,14.9021
156,336,15.5492
156,341,16.2299
156,346,16.62
156,351,17.077
156,356,17.6146
156,361,16.1996
156,366,19.8417
156,371,19.5167
156,376,18.3186
156,381,17.098
156,386,17.4764
156,391,18.1157
156,396,20.2254
156,401,18.7032
156,406,18.2703
156,411,18.7132
156,416,26.4735
156,421,21.0765
156,426,19.1299
156,431,20.3408
156,436,20.3952
156,441,21.716
156,446,21.4376
156,451,20.442
156,456,19.6317
156,461,25.1001
156,466,21.5372
156,471,21.5998
156,476,22.3603
156,481,24.8556
156,486,28.3101
156,491,22.8704
156,496,24.5781
161,1,0.292806
161,6,0.370392
161,11,0.799445
161,16,0.871075
161,21,1.67535
161,26,1.62933
161,31,1.56431
161,36,1.47914
161,41,2.34383
161,46,5.82064
161,51,7.04213
161,56,3.98763
161,61,3.19253
161,66,3.51014
161,71,3.76759
161,76,3.43228
161,81,4.72624
161,86,4.27442
161,91,3.90596
161,96,5.12949
161,101,5.53301
161,106,5.00479
161,111,5.02296
161,116,4.98745
161,121,5.50115
161,126,7.20514
161,131,7.99089
161,136,9.90646
161,141,18.583
161,146,8.04802
161,151,7.00324
161,156,7.66953
161,161,8.86571
161,166,8.41648
161,171,8.10428
161,176,9.94906
161,181,8.83261
161,186,9.00974
161,191,9.28977
161,196,9.74903
161,201,9.48935
161,206,10.3836
161,211,10.9049
161,216,10.9501
161,221,10.3909
161,226,10.3399
161,231,12.3522
161,236,14.2247
161,241,12.1469
161,246,12.6004
161,251,12.7066
161,256,12.3197
161,261,16.1279
161,266,23.0577
161,271,25.06
161,276,25.5659
161,281,21.2704
161,286,20.9607
161,291,16.8974
161,296,15.7878
161,301,16.6475
161,306,19.7744
161,311,16.3331
161,316,21.7073
161,321,24.7231
161,326,18.3819
161,331,16.2957
161,336,24.2637
161,341,27.4873
161,346,19.1971
161,351,18.1023
161,356,17.0188
161,361,19.4185
161,366,28.2103
161,371,25.0039
161,376,19.2771
161,381,30.4765
161,386,28.9654
161,391,20.5404
161,396,25.414
161,401,21.54
161,406,21.2452
161,411,20.7412
161,416,20.0963
161,421,25.6504
161,426,32.7559
161,431,40.1347
161,436,40.5526
161,441,25.0671
161,446,29.6886
161,451,22.2878
161,456,22.4213
161,461,25.0906
161,466,27.057
161,471,26.9785
161,476,25.4145
161,481,24.8881
161,486,23.8181
161,491,23.7625
161,496,34.9198
166,1,0.180049
166,6,0.238773
166,11,0.429457
166,16,0.593097
166,21,0.863482
166,26,1.27727
166,31,1.51435
166,36,2.13981
166,41,1.90133
166,46,2.80453
166,51,2.52182
166,56,2.69031
166,61,3.20128
166,66,3.35629
166,71,3.11767
166,76,3.93167
166,81,4.19636
166,86,4.17233
166,91,4.32886
166,96,4.31534
166,101,7.32036
166,106,9.49723
166,111,8.77031
166,116,9.4042
166,121,8.87784
166,126,7.88746
166,131,8.70854
166,136,7.29193
166,141,8.20027
166,146,8.05955
166,151,7.71882
166,156,7.69018
166,161,8.73075
166,166,8.25263
166,171,8.17455
166,176,10.0762
166,181,8.92701
166,186,12.5807
166,191,17.9323
166,196,20.502
166,201,18.6996
166,206,11.6772
166,211,11.9648
166,216,11.0591
166,221,12.1842
166,226,11.8492
166,231,12.8925
166,236,14.2849
166,241,13.3733
166,246,15.0126
166,251,13.9969
166,256,14.6687
166,261,13.4412
166,266,14.3795
166,271,13.4951
166,276,14.7687
166,281,21.0134
166,286,15.6479
166,291,16.1448
166,296,15.712
166,301,15.5495
166,306,15.8106
166,311,21.9726
166,316,25.7692
166,321,18.8378
166,326,16.9972
166,331,16.144
166,336,16.7039
166,341,19.1611
166,346,18.0496
166,351,18.6245
166,356,18.3295
166,361,22.8633
166,366,19.2749
166,371,19.3403
166,376,19.0451
166,381,19.2913
166,386,28.7002
166,391,37.0268
166,396,24.7431
166,401,24.6648
166,406,39.4622
166,411,37.7944
166,416,28.464
166,421,23.2587
166,426,21.2294
166,431,23.4896
166,436,27.2379
166,441,29.5137
166,446,24.169
166,451,24.5943
166,456,23.9237
166,461,23.1667
166,466,25.4509
166,471,25.8033
166,476,25.7196
166,481,49.3628
166,486,44.4793
166,491,35.1517
166,496,32.1846
171,1,0.122467
171,6,0.407905
171,11,0.644053
171,16,0.656543
171,21,0.758545
171,26,1.1961
171,31,1.50779
171,36,2.48793
171,41,1.99393
171,46,2.61289
171,51,2.47314
171,56,3.0611
171,61,2.99348
171,66,3.66143
171,71,3.34388
171,76,3.94828
171,81,6.22599
171,86,4.58671
171,91,6.76768
171,96,8.58792
171,101,7.3261
171,106,7.46439
171,111,7.21321
171,116,7.17267
171,121,6.83302
171,126,7.37558
171,131,6.78074
171,136,7.06792
171,141,8.58366
171,146,8.35199
171,151,8.01302
171,156,8.30426
171,161,8.22859
171,166,8.82108
171,171,8.96997
171,176,9.13383
171,181,9.71077
171,186,10.629
171,191,9.55307
171,196,10.2347
171,201,10.4188
171,206,16.1817
171,211,14.2178
171,216,20.4098
171,221,14.6749
171,226,11.7449
171,231,15.0144
171,236,21.1561
171,241,14.3887
171,246,13.9404
171,251,14.7951
171,256,13.9751
171,261,13.4193
171,266,13.6427
171,271,19.372
171,276,34.2823
171,281,22.1095
171,286,22.8062
171,291,24.1366
171,296,27.3084
171,301,22.9425
171,306,23.4103
171,311,20.9406
171,316,24.6021
171,321,34.1244
171,326,39.7422
171,331,32.9349
171,336,28.9278
171,341,30.1027
171,346,26.6066
171,351,24.793
171,356,41.4275
171,361,37.532
171,366,29.2326
171,371,21.4997
171,376,29.4237
171,381,20.6501
171,386,21.1658
171,391,20.9642
171,396,26.8389
171,401,45.1704
171,406,25.4181
171,411,21.8846
171,416,29.1734
171,421,24.7994
171,426,23.9495
171,431,23.2003
171,436,25.9997
171,441,29.8591
171,446,38.5364
171,451,24.9535
171,456,24.0046
171,461,35.0276
171,466,30.7806
171,471,25.4867
171,476,26.3159
171,481,24.6884
171,486,26.3905
171,491,26.3091
171,496,36.6688
176,1,0.117965
176,6,0.613124
176,11,0.609397
176,16,1.28789
176,21,1.45073
176,26,1.52099
176,31,1.91712
176,36,2.19466
176,41,2.37478
176,46,2.28946
176,51,3.11633
176,56,3.48907
176,61,3.24266
176,66,2.8472
176,71,4.62987
176,76,4.97756
176,81,4.33217
176,86,4.65217
176,91,4.56526
176,96,4.99705
176,101,7.23634
176,106,6.82056
176,111,6.80077
176,116,8.36243
176,121,9.74747
176,126,9.99633
176,131,8.17451
176,136,8.04626
176,141,10.4324
176,146,14.3171
176,151,12.9513
176,156,10.0369
176,161,9.70786
176,166,10.4065
176,171,9.47399
176,176,9.67324
176,181,9.94238
176,186,10.4593
176,191,12.4087
176,196,13.7213
176,201,15.5587
176,206,12.8148
176,211,12.6759
176,216,14.0301
176,221,13.3053
176,226,13.4793
176,231,22.3438
176,236,20.9501
176,241,15.8529
176,246,13.9433
176,251,14.291
176,256,14.7244
176,261,15.7853
176,266,19.2356
176,271,20.5772
176,276,19.3654
176,281,17.18
176,286,16.0869
176,291,15.897
176,296,16.5957
176,301,17.45
176,306,18.2499
176,311,17.6652
176,316,20.2788
176,321,23.9332
176,326,25.5206
176,331,20.0053
176,336,17.9531
176,341,18.7577
176,346,20.913
176,351,30.7305
176,356,24.7549
176,361,20.5039
176,366,22.0698
176,371,37.1008
176,376,39.9185
176,381,29.1979
176,386,25.2458
176,391,37.3923
176,396,44.5599
176,401,28.7924
176,406,23.6615
176,411,28.8479
176,416,32.5469
176,421,25.4172
176,426,23.855
176,431,24.1186
176,436,35.6905
176,441,49.4864
176,446,41.4555
176,451,38.3256
176,456,44.5021
176,461,40.9781
176,466,34.8171
176,471,46.7948
176,476,47.8129
176,481,38.2764
176,486,43.3498
176,491,54.0966
176,496,47.8772
181,1,0.269581
181,6,0.38722
181,11,0.595963
181,16,0.772402
181,21,1.57983
181,26,1.62457
181,31,2.22295
181,36,2.19618
181,41,3.45885
181,46,4.21552
181,51,4.73224
181,56,5.66438
181,61,6.16802
181,66,7.78969
181,71,8.47753
181,76,5.40319
181,81,5.63544
181,86,6.25246
181,91,5.70865
181,96,4.6022
181,101,5.77326
181,106,6.12654
181,111,6.72316
181,116,6.66509
181,121,6.94399
181,126,7.61935
181,131,9.39647
181,136,10.9568
181,141,11.8426
181,146,10.2624
181,151,8.86244
181,156,8.43945
181,161,9.49214
181,166,9.41167
181,171,10.4475
181,176,10.0755
181,181,11.4597
181,186,12.011
181,191,13.5801
181,196,13.1804
181,201,12.6195
181,206,11.0957
181,211,13.3854
181,216,12.7132
181,221,14.1836
181,226,20.6873
181,231,14.1981
181,236,13.8646
181,241,13.6561
181,246,17.0647
181,251,17.842
181,256,15.6671
181,261,14.4359
181,266,15.5124
181,271,15.7317
181,276,16.0255
181,281,17.2823
181,286,17.2957
181,291,30.3377
181,296,19.8834
181,301,18.9914
181,306,18.181
181,311,18.4152
181,316,20.8595
181,321,34.9416
181,326,23.7896
181,331,19.611
181,336,20.4646
181,341,22.8287
181,346,24.285
181,351,22.3236
181,356,22.8177
181,361,21.5835
181,366,35.9873
181,371,36.3739
181,376,27.194
181,381,25.207
181,386,44.1845
181,391,40.5963
181,396,37.8498
181,401,43.1377
181,406,30.3786
181,411,32.0204
181,416,42.5027
181,421,40.8165
181,426,35.261
181,431,26.3177
181,436,26.3006
181,441,30.1368
181,446,47.9575
181,451,31.02
181,456,41.883
181,461,50.4032
181,466,33.6949
181,471,35.8412
181,476,40.6317
181,481,32.6514
181,486,28.3939
181,491,44.2161
181,496,40.3848
186,1,0.171948
186,6,0.310114
186,11,0.686009
186,16,0.683021
186,21,0.828181
186,26,1.73611
186,31,1.64958
186,36,2.62407
186,41,2.09559
186,46,2.72573
186,51,3.01325
186,56,3.69969
186,61,3.16765
186,66,3.72876
186,71,5.9311
186,76,5.00429
186,81,6.2839
186,86,7.37727
186,91,8.54281
186,96,8.29375
186,101,8.66663
186,106,8.2172
186,111,7.80273
186,116,7.98965
186,121,9.32506
186,126,9.19748
186,131,12.5285
186,136,11.9932
186,141,10.1626
186,146,9.68337
186,151,9.50567
186,156,10.7073
186,161,9.78671
186,166,10.9397
186,171,13.2361
186,176,11.4777
186,181,10.9501
186,186,12.2258
186,191,12.3478
186,196,11.6611
186,201,12.4362
186,206,14.2541
186,211,13.9653
186,216,14.5621
186,221,16.5242
186,226,14.1309
186,231,13.8928
186,236,14.9403
186,241,15.5074
186,246,14.6443
186,251,16.8805
186,256,17.2885
186,261,16.2736
186,266,21.8455
186,271,18.5369
186,276,17.5441
186,281,18.1337
186,286,16.8726
186,291,17.2739
186,296,20.3945
186,301,19.0817
186,306,19.952
186,311,22.094
186,316,21.8259
186,321,20.48
186,326,33.0732
186,331,34.8036
186,336,25.579
186,341,21.4729
186,346,20.5502
186,351,23.331
186,356,31.3353
186,361,32.9285
186,366,29.7701
186,371,24.5064
186,376,24.6968
186,381,24.3095
186,386,40.872
186,391,31.197
186,396,24.7967
186,401,28.7876
186,406,28.5454
186,411,27.5367
186,416,28.2908
186,421,33.0356
186,426,31.26
186,431,27.8273
186,436,27.4443
186,441,44.5998
186,446,39.0181
186,451,28.3895
186,456,28.4854
186,461,42.9291
186,466,30.486
186,471,33.3867
186,476,34.2418
186,481,31.7857
186,486,35.2813
186,491,42.0737
186,496,34.3594
191,1,0.132296
191,6,0.388584
191,11,0.750832
191,16,0.789634
191,21,1.4791
191,26,1.52731
191,31,1.96258
191,36,2.04076
191,41,2.63611
191,46,2.65133
191,51,3.20161
191,56,3.35239
191,61,3.41906
191,66,3.836
191,71,4.30853
191,76,5.39229
191,81,5.29601
191,86,5.68945
191,91,6.12078
191,96,5.69852
191,101,7.73238
191,106,6.88553
191,111,6.69286
191,116,7.48504
191,121,7.35194
191,126,7.73476
191,131,9.15462
191,136,10.5196
191,141,9.55954
191,146,11.6146
191,151,11.0941
191,156,10.3528
191,161,14.8019
191,166,21.6126
191,171,14.9643
191,176,13.9041
191,181,11.9627
191,186,11.9427
191,191,18.1597
191,196,24.2028
191,201,16.1771
191,206,13.3471
191,211,13.6616
191,216,13.0863
191,221,13.2629
191,226,14.2343
191,231,18.5785
191,236,17.8054
191,241,16.6431
191,246,16.1693
191,251,16.2486
191,256,18.3554
191,261,15.8397
191,266,17.2636
191,271,16.6722
191,276,17.6532
191,281,19.6358
191,286,18.806
191,291,32.3367
191,296,32.7297
191,301,21.0088
191,306,19.6303
191,311,22.5103
191,316,37.7802
191,321,28.2145
191,326,22.4427
191,331,21.0038
191,336,22.0334
191,341,25.0621
191,346,29.0967
191,351,25.5889
191,356,22.137
191,361,24.4496
191,366,22.9425
191,371,27.993
191,376,25.5444
191,381,28.0673
191,386,26.0242
191,391,25.5308
191,396,44.35
191,401,35.7619
191,406,30.1064
191,411,27.9783
191,416,34.4952
191,421,37.6228
191,426,31.8773
191,431,27.7329
191,436,29.1683
191,441,34.9242
191,446,33.3549
191,451,28.8652
191,456,30.2599
191,461,30.2968
191,466,32.1679
191,471,40.0805
191,476,38.1641
191,481,65.9076
191,486,42.1093
191,491,35.2559
191,496,35.7106
196,1,0.162897
196,6,0.670029
196,11,1.03202
196,16,1.46307
196,21,1.86928
196,26,1.56221
196,31,2.28345
196,36,2.87782
196,41,3.83128
196,46,3.42608
196,51,3.43833
196,56,2.75419
196,61,4.64623
196,66,4.68673
196,71,4.54066
196,76,5.45563
196,81,8.05473
196,86,5.31481
196,91,6.17055
196,96,6.76525
196,101,6.43227
196,106,7.04818
196,111,6.98444
196,116,10.5601
196,121,10.3594
196,126,8.50175
196,131,11.1863
196,136,12.4958
196,141,15.3582
196,146,14.7562
196,151,11.3161
196,156,13.0341
196,161,11.8378
196,166,11.2726
196,171,11.061
196,176,11.1098
196,181,13.7188
196,186,16.9995
196,191,28.9327
196,196,26.0331
196,201,24.2188
196,206,17.2675
196,211,17.8533
196,216,13.7394
196,221,14.2876
196,226,16.1582
196,231,19.1188
196,236,22.7624
196,241,24.9236
196,246,31.6671
196,251,18.4757
196,256,16.639
196,261,30.9674
196,266,41.246
196,271,18.8008
196,276,18.0614
196,281,20.7045
196,286,34.8081
196,291,23.3233
196,296,19.927
196,301,21.4778
196,306,33.2963
196,311,29.7171
196,316,25.625
196,321,22.3048
196,326,36.3894
196,331,43.8213
196,336,30.8548
196,341,32.1263
196,346,22.5104
196,351,22.286
196,356,23.9204
196,361,25.8259
196,366,23.905
196,371,29.4669
196,376,28.736
196,381,26.561
196,386,28.5687
196,391,30.6741
196,396,33.0788
196,401,28.0079
196,406,36.723
196,411,35.6008
196,416,26.4275
196,421,30.0513
196,426,41.6303
196,431,33.6595
196,436,47.8147
196,441,39.6512
196,446,29.4877
196,451,32.457
196,456,52.1046
196,461,37.008
196,466,36.475
196,471,31.4462
196,476,35.1333
196,481,32.7421
196,486,36.2898
196,491,40.9406
196,496,31.5963
201,1,0.16914
201,6,0.32223
201,11,0.537358
201,16,0.744039
201,21,1.50917
201,26,1.88177
201,31,2.18599
201,36,3.17189
201,41,2.57679
201,46,3.14755
201,51,3.64979
201,56,3.495
201,61,4.55743
201,66,5.29495
201,71,7.83445
201,76,9.82801
201,81,7.72585
201,86,6.48618
201,91,7.5226
201,96,6.90485
201,101,6.64089
201,106,7.26588
201,111,8.44623
201,116,7.3999
201,121,8.61449
201,126,8.18715
201,131,9.18072
201,136,12.5664
201,141,16.0043
201,146,12.3389
201,151,11.7399
201,156,10.2628
201,161,10.4728
201,166,11.8667
201,171,12.6108
201,176,11.9765
201,181,14.3288
201,186,15.5188
201,191,13.7496
201,196,18.0917
201,201,14.3842
201,206,14.21
201,211,15.862
201,216,14.034
201,221,14.9399
201,226,16.4114
201,231,25.2317
201,236,31.4702
201,241,17.0231
201,246,18.8058
201,251,16.932
201,256,17.0639
201,261,22.2251
201,266,25.7851
201,271,23.437
201,276,21.4847
201,281,18.3653
201,286,19.8246
201,291,22.1021
201,296,22.4017
201,301,21.3247
201,306,21.1023
201,311,22.2272
201,316,24.1044
201,321,28.0361
201,326,25.5824
201,331,26.1972
201,336,22.7699
201,341,22.0333
201,346,22.925
201,351,25.1554
201,356,26.3217
201,361,26.3219
201,366,26.5707
201,371,26.9358
201,376,25.9593
201,381,26.8982
201,386,27.9904
201,391,27.2255
201,396,29.5684
201,401,32.1903
201,406,30.0579
201,411,28.6271
201,416,30.9965
201,421,30.9941
201,426,30.0339
201,431,31.3784
201,436,30.2541
201,441,30.3334
201,446,34.5623
201,451,31.2896
201,456,32.3153
201,461,35.8628
201,466,33.8005
201,471,37.9989
201,476,35.9774
201,481,36.13
201,486,38.4117
201,491,40.6217
201,496,35.4369
206,1,0.219686
206,6,0.476035
206,11,0.747288
206,16,1.19503
206,21,1.16671
206,26,1.78725
206,31,1.61465
206,36,2.00439
206,41,3.26823
206,46,3.16264
206,51,3.45329
206,56,3.5758
206,61,4.33529
206,66,4.61741
206,71,4.55589
206,76,5.15654
206,81,5.0027
206,86,6.54783
206,91,6.3501
206,96,6.58611
206,101,6.79549
206,106,7.43266
206,111,7.50729
206,116,7.59805
206,121,7.71054
206,126,8.99133
206,131,8.88335
206,136,11.0638
206,141,10.2353
206,146,10.1913
206,151,11.4391
206,156,10.6698
206,161,11.0897
206,166,11.5579
206,171,13.7652
206,176,14.1442
206,181,13.6687
206,186,13.8946
206,191,25.1094
206,196,36.0058
206,201,24.6004
206,206,19.0879
206,211,20.4435
206,216,26.7319
206,221,23.7138
206,226,18.6018
206,231,16.8472
206,236,24.9719
206,241,33.7553
206,246,32.5295
206,251,28.2841
206,256,32.0772
206,261,21.1262
206,266,20.1111
206,271,18.9515
206,276,19.7757
206,281,37.2237
206,286,24.4283
206,291,21.3211
206,296,24.304
206,301,26.3676
206,306,32.9738
206,311,27.5613
206,316,25.3399
206,321,26.5688
206,326,26.4869
206,331,25.7779
206,336,30.0501
206,341,25.1048
206,346,24.3245
206,351,23.6912
206,356,24.718
206,361,25.0144
206,366,32.1502
206,371,27.6779
206,376,27.2491
206,381,26.6103
206,386,29.7324
206,391,28.0733
206,396,30.8035
206,401,33.7542
206,406,29.0175
206,411,29.9281
206,416,30.0871
206,421,28.8012
206,426,30.0945
206,431,38.3635
206,436,33.9835
206,441,36.6866
206,446,40.5873
206,451,34.5788
206,456,33.7181
206,461,37.8424
206,466,39.02
206,471,33.6771
206,476,33.0785
206,481,35.4715
206,486,35.5226
206,491,34.7805
206,496,35.8092
211,1,0.20441
211,6,0.408096
211,11,0.78831
211,16,1.58044
211,21,1.4611
211,26,1.87191
211,31,2.04955
211,36,2.43368
211,41,2.38163
211,46,3.7765
211,51,3.49625
211,56,4.00006
211,61,4.40799
211,66,4.62176
211,71,4.79143
211,76,6.36033
211,81,5.98555
211,86,6.04966
211,91,7.02884
211,96,6.6537
211,101,7.36595
211,106,7.25678
211,111,8.29849
211,116,8.20818
211,121,9.16607
211,126,11.0717
211,131,8.85049
211,136,9.25957
211,141,9.6872
211,146,10.3341
211,151,10.8383
211,156,11.2888
211,161,14.7917
211,166,19.9798
211,171,17.0677
211,176,14.7743
211,181,17.8538
211,186,20.1042
211,191,17.5465
211,196,17.6274
211,201,21.2773
211,206,25.9954
211,211,26.3778
211,216,22.138
211,221,16.5985
211,226,15.7999
211,231,21.4994
211,236,21.3364
211,241,21.8578
211,246,25.3666
211,251,19.3156
211,256,18.4182
211,261,19.2618
211,266,20.3384
211,271,20.7681
211,276,19.3385
211,281,21.0158
211,286,21.3569
211,291,22.0173
211,296,24.6041
211,301,27.6089
211,306,27.4067
211,311,28.2763
211,316,28.0482
211,321,32.3544
211,326,54.0978
211,331,42.0129
211,336,49.8926
211,341,44.451
211,346,50.4722
211,351,40.4226
211,356,27.2261
211,361,27.8667
211,366,29.7632
211,371,29.5626
211,376,29.317
211,381,27.3435
211,386,29.2263
211,391,29.4331
211,396,29.8084
211,401,30.962
211,406,29.9948
211,411,34.0092
211,416,35.7457
211,421,30.6677
211,426,32.3948
211,431,32.0059
211,436,32.7482
211,441,34.3508
211,446,38.3287
211,451,40.0407
211,456,58.6052
211,461,37.3631
211,466,37.7979
211,471,65.8369
211,476,40.5545
211,481,36.203
211,486,37.8802
211,491,52.3082
211,496,43.7797
216,1,0.191854
216,6,0.503471
216,11,1.21223
216,16,1.12619
216,21,1.41089
216,26,1.73644
216,31,1.83044
216,36,2.56625
216,41,2.96284
216,46,3.14684
216,51,3.40496
216,56,4.23983
216,61,3.86436
216,66,4.39019
216,71,5.29
216,76,4.94467
216,81,5.99664
216,86,6.63294
216,91,6.98175
216,96,7.02675
216,101,7.94827
216,106,7.63358
216,111,9.20862
216,116,9.16619
216,121,9.46709
216,126,10.4913
216,131,9.44302
216,136,10.1327
216,141,10.3376
216,146,10.6619
216,151,10.8298
216,156,10.928
216,161,12.6124
216,166,13.8734
216,171,13.105
216,176,23.2085
216,181,22.6826
216,186,16.4541
216,191,16.2903
216,196,14.3084
216,201,15.4054
216,206,15.537
216,211,19.4206
216,216,28.9922
216,221,18.4624
216,226,17.3882
216,231,18.7243
216,236,18.056
216,241,19.4955
216,246,20.8023
216,251,18.9868
216,256,19.1421
216,261,19.9387
216,266,20.0624
216,271,20.4207
216,276,21.8421
216,281,25.4599
216,286,22.7554
216,291,21.996
216,296,21.6203
216,301,23.8715
216,306,24.0095
216,311,24.7743
216,316,24.1931
216,321,27.7895
216,326,24.6946
216,331,25.6243
216,336,26.8378
216,341,25.8438
216,346,25.9555
216,351,28.3589
216,356,40.2354
216,361,33.4111
216,366,32.2004
216,371,27.5312
216,376,37.6047
216,381,37.726
216,386,32.1689
216,391,30.7094
216,396,33.1727
216,401,32.9321
216,406,38.9233
216,411,36.5293
216,416,36.4677
216,421,35.8999
216,426,34.6606
216,431,40.4808
216,436,33.6389
216,441,33.2167
216,446,37.0308
216,451,64.6381
216,456,68.3379
216,461,40.3516
216,466,58.4455
216,471,41.2768
216,476,41.3058
216,481,56.4086
216,486,46.6877
216,491,39.6937
216,496,43.7715
221,1,0.352803
221,6,0.630469
221,11,0.898062
221,16,1.1863
221,21,1.38571
221,26,1.9064
221,31,2.34144
221,36,3.14088
221,41,4.28055
221,46,3.98802
221,51,4.08195
221,56,5.25472
221,61,4.77916
221,66,4.90221
221,71,5.64142
221,76,5.7719
221,81,6.23274
221,86,7.34372
221,91,6.28133
221,96,7.39283
221,101,7.57946
221,106,8.1806
221,111,8.73635
221,116,9.28632
221,121,8.68317
221,126,9.99563
221,131,11.8278
221,136,11.4214
221,141,13.1293
221,146,14.2285
221,151,12.9802
221,156,12.208
221,161,15.2906
221,166,12.5453
221,171,12.6869
221,176,14.2613
221,181,14.2701
221,186,13.9505
221,191,16.678
221,196,15.9546
221,201,17.2657
221,206,17.1045
221,211,15.6674
221,216,17.899
221,221,17.3443
221,226,17.0723
221,231,19.0991
221,236,18.1814
221,241,20.0172
221,246,23.8413
221,251,21.4172
221,256,21.9698
221,261,22.6342
221,266,20.3552
221,271,20.4091
221,276,21.798
221,281,23.2672
221,286,23.4548
221,291,23.9629
221,296,24.0456
221,301,31.529
221,306,40.8795
221,311,30.5962
221,316,35.0914
221,321,27.1102
221,326,27.6279
221,331,31.5826
221,336,34.8167
221,341,27.5396
221,346,28.3169
221,351,27.5895
221,356,33.6561
221,361,31.1052
221,366,28.9096
221,371,28.4655
221,376,36.3955
221,381,30.8403
221,386,32.0735
221,391,33.4902
221,396,30.7662
221,401,33.3542
221,406,32.9136
221,411,33.5981
221,416,36.4546
221,421,34.156
221,426,34.9385
221,431,36.3433
221,436,35.642
221,441,38.4879
221,446,40.0718
221,451,36.4119
221,456,38.3564
221,461,37.1987
221,466,40.3307
221,471,38.9455
221,476,42.3903
221,481,38.3672
221,486,39.1909
221,491,42.9718
221,496,41.2029
226,1,0.217001
226,6,0.602752
226,11,0.733062
226,16,1.31635
226,21,1.70083
226,26,1.95511
226,31,2.32038
226,36,4.40407
226,41,3.16782
226,46,3.83707
226,51,4.6658
226,56,4.57527
226,61,4.64448
226,66,5.3042
226,71,6.34896
226,76,6.95173
226,81,6.78585
226,86,6.88126
226,91,7.62869
226,96,9.33579
226,101,8.45652
226,106,9.53313
226,111,9.51339
226,116,8.74413
226,121,10.4481
226,126,10.6913
226,131,10.7225
226,136,12.6463
226,141,11.8851
226,146,12.0537
226,151,13.4076
226,156,13.8338
226,161,18.0241
226,166,17.6297
226,171,20.6336
226,176,16.6237
226,181,15.831
226,186,16.3256
226,191,17.101
226,196,15.9927
226,201,15.5037
226,206,21.6715
226,211,26.3502
226,216,20.4115
226,221,19.4951
226,226,19.3727
226,231,18.4912
226,236,21.2521
226,241,20.7109
226,246,19.8317
226,251,20.4134
226,256,24.8568
226,261,24.5396
226,266,25.0449
226,271,27.9621
226,276,25.9578
226,281,25.8531
226,286,26.0246
226,291,26.3351
226,296,24.7134
226,301,25.8456
226,306,28.1868
226,311,29.7248
226,316,29.7693
226,321,29.3764
226,326,29.07
226,331,27.3987
226,336,28.5076
226,341,30.7908
226,346,29.7612
226,351,29.2964
226,356,30.3725
226,361,30.4661
226,366,30.0093
226,371,33.5135
226,376,31.9483
226,381,32.7959
226,386,31.7595
226,391,33.3848
226,396,34.8628
226,401,35.2218
226,406,33.7838
226,411,35.5267
226,416,34.7438
226,421,35.9008
226,426,35.7075
226,431,37.0203
226,436,38.5829
226,441,35.8705
226,446,38.7002
226,451,38.8469
226,456,37.3016
226,461,40.2633
226,466,39.3577
226,471,40.2569
226,476,39.9648
226,481,42.8048
226,486,43.9561
226,491,40.3157
226,496,42.048
231,1,0.143951
231,6,0.553332
231,11,0.92405
231,16,1.34986
231,21,1.93995
231,26,2.18492
231,31,2.47069
231,36,2.95568
231,41,3.19745
231,46,3.59706
231,51,4.17777
231,56,6.19814
231,61,5.1846
231,66,5.34446
231,71,5.93661
231,76,5.97368
231,81,6.60191
231,86,7.3322
231,91,8.34284
231,96,7.20638
231,101,8.60653
231,106,9.52063
231,111,9.75534
231,116,9.7551
231,121,10.5205
231,126,10.5036
231,131,11.0135
231,136,11.2488
231,141,11.473
231,146,13.218
231,151,13.1974
231,156,13.4509
231,161,13.5717
231,166,13.7256
231,171,13.9491
231,176,15.8333
231,181,15.4691
231,186,15.8791
231,191,16.3626
231,196,16.1343
231,201,18.6714
231,206,17.1494
231,211,18.3182
231,216,19.1907
231,221,18.1172
231,226,20.382
231,231,22.4336
231,236,34.3355
231,241,40.1574
231,246,29.8816
231,251,29.1032
231,256,23.4422
231,261,21.674
231,266,34.3916
231,271,35.217
231,276,28.1571
231,281,25.4404
231,286,25.864
231,291,32.423
231,296,38.1648
231,301,44.3811
231,306,30.9628
231,311,28.7257
231,316,30.9718
231,321,30.056
231,326,34.2071
231,331,30.0417
231,336,30.5547
231,341,31.1463
231,346,31.2227
231,351,32.6437
231,356,31.3376
231,361,31.7916
231,366,33.5621
231,371,33.5114
231,376,35.0219
